schema_version,run_id,epoch,train_loss,train_accuracy_pct,test_loss,test_accuracy_pct,epoch_train_time_s,spike_rate_pct
1,20260806_220526_snntorch_seed1,1,0.294098,90.3383,0.078449,97.44,132.705,5.52506
1,20260806_220526_snntorch_seed1,2,0.0810203,97.5067,0.0560046,98.22,132.099,5.43269
1,20260806_220526_snntorch_seed1,3,0.0620781,98.075,0.0513814,98.55,124.239,5.39602
1,20260806_220526_snntorch_seed1,4,0.0512101,98.36,0.0514947,98.2,120.366,5.26794
1,20260806_220526_snntorch_seed1,5,0.0454527,98.5033,0.0471003,98.42,116.158,5.14755
1,20260806_221841_norse_seed1,1,0.999214,68.745,0.366427,89.22,124.149,4.13294
1,20260806_221841_norse_seed1,2,0.320638,90.7583,0.247543,92.85,123.05,4.16331
1,20260806_221841_norse_seed1,3,0.239421,93.0033,0.198904,94.33,118.732,4.19138
1,20260806_221841_norse_seed1,4,0.2008,94.1383,0.178629,94.38,117.785,4.09649
1,20260806_221841_norse_seed1,5,0.175911,94.7733,0.158976,95.35,120.05,3.98922
1,20260806_223205_spikingjelly_seed1,1,0.384752,87.325,0.12345,95.79,113.158,6.29738
1,20260806_223205_spikingjelly_seed1,2,0.111634,96.525,0.0860712,97.15,113.431,6.56121
1,20260806_223205_spikingjelly_seed1,3,0.084572,97.3767,0.0695085,97.71,113.604,6.4846
1,20260806_223205_spikingjelly_seed1,4,0.068702,97.8283,0.0631303,98.02,111.815,6.54288
1,20260806_223205_spikingjelly_seed1,5,0.0598134,98.1867,0.063086,97.84,112.467,6.32094
1,20260806_224430_snntorch_seed0,1,0.265909,91.2033,0.0836011,97.14,117.78,4.78243
1,20260806_224430_snntorch_seed0,2,0.0776158,97.5283,0.0591902,97.98,117.103,4.70304
1,20260806_224430_snntorch_seed0,3,0.0602814,98.1283,0.0457222,98.56,119.892,4.41799
1,20260806_224430_snntorch_seed0,4,0.0479217,98.47,0.043228,98.53,119.246,4.12743
1,20260806_224430_snntorch_seed0,5,0.0413175,98.65,0.0441609,98.5,116.735,4.35954
1,20260806_230655_norse_seed0,1,1.09125,65.095,0.408059,88.47,117.981,4.10232
1,20260806_230655_norse_seed0,2,0.335829,90.5067,0.251181,92.78,119.755,4.00042
1,20260806_230655_norse_seed0,3,0.23672,93.215,0.199188,94.22,118.352,3.74886
1,20260806_230655_norse_seed0,4,0.195894,94.3933,0.171422,94.88,117.194,3.57605
1,20260806_230655_norse_seed0,5,0.170817,95.035,0.149755,95.61,116.169,3.4735
1,20260806_231948_spikingjelly_seed0,1,0.37402,87.6083,0.153686,94.5,110.819,5.84965
1,20260806_231948_spikingjelly_seed0,2,0.108626,96.6083,0.0795448,97.5,113.651,5.79349
1,20260806_231948_spikingjelly_seed0,3,0.0824336,97.4617,0.0740764,97.5,111.78,5.73085
1,20260806_231948_spikingjelly_seed0,4,0.0671389,97.96,0.0561518,98.15,111.118,5.65625
1,20260806_231948_spikingjelly_seed0,5,0.0584718,98.2517,0.0622203,97.62,108.346,5.52975
1,20260806_233140_snntorch_seed2,1,0.276096,91.01,0.0896813,96.93,113.556,4.87346
1,20260806_233140_snntorch_seed2,2,0.079661,97.51,0.0593479,97.92,112.144,4.94407
1,20260806_233140_snntorch_seed2,3,0.0585206,98.1367,0.0645692,97.59,111.917,4.64353
1,20260806_233140_snntorch_seed2,4,0.0508944,98.3817,0.045305,98.58,111.468,4.42268
1,20260806_233140_snntorch_seed2,5,0.0437486,98.6033,0.0423899,98.46,106.361,4.25459
1,20260806_234357_norse_seed2,1,0.963601,69.44,0.349778,90.1,112.204,4.2996
1,20260806_234357_norse_seed2,2,0.312034,90.9467,0.24563,92.82,112.395,4.18446
1,20260806_234357_norse_seed2,3,0.237268,93.0433,0.202338,93.96,110.991,3.98236
1,20260806_234357_norse_seed2,4,0.203055,93.9383,0.177371,94.48,115.062,3.83614
1,20260806_234357_norse_seed2,5,0.178314,94.6083,0.161985,95.12,114.527,3.72671
1,20260806_235621_spikingjelly_seed2,1,0.384005,87.26,0.128949,95.96,115.764,6.63093
1,20260806_235621_spikingjelly_seed2,2,0.108339,96.7067,0.0831881,97.23,114.983,6.62504
1,20260806_235621_spikingjelly_seed2,3,0.0822373,97.525,0.069632,97.63,114.83,6.53662
1,20260806_235621_spikingjelly_seed2,4,0.069518,97.87,0.0610628,98.1,110.822,6.31128
1,20260806_235621_spikingjelly_seed2,5,0.0595309,98.1983,0.0533275,98.08,109.395,6.09937
1,20260813_152445_sinabs_seed0,1,0.202543,93.5883,0.0738674,97.51,144.34,2.89019
1,20260813_152445_sinabs_seed0,2,0.0598142,98.0767,0.0556262,98.13,135.942,2.41218
1,20260813_152445_sinabs_seed0,3,0.0491858,98.4367,0.0406355,98.56,130.709,2.40468
1,20260813_152445_sinabs_seed0,4,0.0417727,98.7017,0.0455928,98.46,128.033,2.25252
1,20260813_152445_sinabs_seed0,5,0.0360293,98.8567,0.0492345,98.23,125.562,2.17737
1,20260813_153839_sinabs_seed1,1,0.234988,92.6783,0.0720733,97.45,126.739,3.83335
1,20260813_153839_sinabs_seed1,2,0.0674077,97.8367,0.0644566,97.94,123.852,3.25361
1,20260813_153839_sinabs_seed1,3,0.0515829,98.3433,0.0517519,98.44,124.272,2.91108
1,20260813_153839_sinabs_seed1,4,0.0440592,98.6117,0.0666214,98,120.95,2.83672
1,20260813_153839_sinabs_seed1,5,0.0408025,98.7,0.0512455,98.5,122.759,2.81782
1,20260813_155141_sinabs_seed2,1,0.192175,93.8683,0.0671236,97.9,122.118,2.64755
1,20260813_155141_sinabs_seed2,2,0.0653355,97.9667,0.0716759,97.58,118.721,2.44198
1,20260813_155141_sinabs_seed2,3,0.0489314,98.45,0.0499748,98.27,117.329,1.97407
1,20260813_155141_sinabs_seed2,4,0.0424286,98.615,0.0418562,98.63,116.71,2.1452
1,20260813_155141_sinabs_seed2,5,0.035031,98.88,0.0405482,98.68,114.898,1.91406
